DateTime;Load;PV;EV;P_loss;T_set
2021-06-22 09:30:00;6.819585130193822e-05;0.0966880430378429;0.0;0.5883239360471253;21.5
2021-06-22 09:45:00;5.0228082096637154e-05;0.1410542441280613;0.0;0.5266130816410693;21.5
2021-06-22 10:00:00;4.696121496840061e-05;0.1854204452182797;0.0;0.5427510572044564;21.5
2021-06-22 10:15:00;4.696121496840061e-05;0.2297866463084981;0.0;0.9639617756253244;21.5
2021-06-22 10:30:00;5.757853313516941e-05;0.2706699671795183;0.0;0.9038391750553624;21.5
2021-06-22 10:45:00;5.921196669928769e-05;0.3090591800566021;0.0;0.8008219532703408;21.5
2021-06-22 11:00:00;5.798689152619899e-05;0.347448392933686;0.0;0.761638419649067;21.5
2021-06-22 11:15:00;5.145315726972588e-05;0.3858376058107699;0.0;0.6680560911413096;21.5
2021-06-22 11:30:00;3.767106157247788e-05;0.4235556919432303;0.0;0.5801784716049333;21.5
2021-06-22 11:45:00;3.1851954500306495e-05;0.4607925034960753;0.0;0.5013311030886788;21.5
2021-06-22 12:00:00;3.021852093618821e-05;0.4980293150489204;0.0;0.422136040642356;21.5
2021-06-22 12:15:00;3.5527180019572613e-05;0.5352661266017654;0.0;0.3470383000015687;21.5
2021-06-22 12:30:00;4.900300692354844e-05;0.5516695062644476;0.0;0.27994697649782657;21.5
2021-06-22 12:45:00;0.000347104632375;0.5531118827592106;0.0;0.219878245326766;21.5
2021-06-22 13:00:00;0.0003603762800834;0.5545542592539738;0.0;0.1719579275238798;18.3
2021-06-22 13:15:00;0.0003603762800834;0.5559966357487369;0.0;0.12043417538352306;21.5
2021-06-22 13:30:00;0.0003583344881284;0.5784404920231725;0.0;0.07387823885833307;21.5
2021-06-22 13:45:00;0.0003522091122629;0.6159872770341642;0.0;0.0322901889363144;21.5
2021-06-22 14:00:00;0.000347104632375;0.653534062045156;0.0;0.0207724846727958;21.5
2021-06-22 14:15:00;0.0003440419444423;0.6910808470561476;0.0;-0.022766709076112668;21.5
2021-06-22 14:30:00;0.0003522091122629;0.6281333302890554;0.0;-0.06362529688699094;21.5
2021-06-22 14:45:00;0.0003522091122629;0.4928149170923175;0.0;-0.1000228114558368;21.5
2021-06-22 15:00:00;0.0001276119971966;0.3574965038955797;0.0;-0.10341707878411333;21.5
2021-06-22 15:15:00;4.124419749398661e-05;0.2221780906988419;0.0;-0.13633300430610426;21.5
2021-06-22 15:30:00;0.0003328120886889;0.2109976403436795;0.0;-0.16764068900771312;21.5
2021-06-22 15:45:00;0.0003624180720386;0.2893409321042973;0.0;-0.19543649824969034;21.5
2021-06-22 16:00:00;0.0003705852398591;0.3676842238649151;0.0;-0.20651496381363266;21.5
2021-06-22 16:15:00;0.0003716061358368;0.4460275156255329;0.0;-0.23069508890358226;21.5
2021-06-22 16:30:00;0.0003665016559488;0.4930599520534559;0.0;-0.25305794775597534;21.5
2021-06-22 16:45:00;0.0003573135921508;0.5174803610263172;0.0;-0.2728073408355944;21.5
2021-06-22 17:00:00;0.0003654807599713;0.5419007699991787;0.0;-0.2843399921608841;21.5
2021-06-22 17:15:00;0.000361397176061;0.5663211789720402;0.0;-0.2978887538949919;21.5
2021-06-22 17:30:00;0.0003583344881284;0.5521537857814889;0.0;-0.3100701719867987;21.5
2021-06-22 17:45:00;0.0003450628404199;0.5100798884099841;0.0;-0.3206923988733353;21.5
2021-06-22 18:00:00;0.0003368956725992;0.4680059910384793;0.0;-0.30740320450749964;21.5
2021-06-22 18:15:00;0.0003348538806441;0.4259320936669746;0.0;-0.31292443770922523;21.5
2021-06-22 18:30:00;0.0001868239638959;0.3490699317900809;0.0;-0.31900944251173013;21.5
2021-06-22 18:45:00;0.0001439463328378;0.2470136704812429;0.0;-0.32418637024420544;21.5
2021-06-22 19:00:00;0.0002348060748418;0.1449574091724049;0.0;-0.30552563194300353;21.5
2021-06-22 19:15:00;0.000354250904218;0.0429011478635669;0.0;-0.3053619103632684;21.5
2021-06-22 19:30:00;0.0001786567960753;0.0;0.0;-0.3063706255421254;21.5
2021-06-22 19:45:00;3.818150956126483e-05;0.0;0.0;-0.30702923650050834;21.5
2021-06-22 20:00:00;4.042748071192748e-05;0.0;0.0;-0.29253764538245003;21.5
2021-06-22 20:15:00;4.7777931750459726e-05;0.0;0.0;-0.28344587434174834;21.5
2021-06-22 20:30:00;4.451106462222316e-05;0.0;0.0;-0.27578892205585165;21.5
2021-06-22 20:45:00;3.634389680163177e-05;0.0;0.0;-0.2687414642383781;21.5
2021-06-22 21:00:00;3.613971760611698e-05;0.0;0.0;-0.2534882745221793;21.5
2021-06-22 21:15:00;3.5629269617330016e-05;0.0;0.0;-0.24090099463278847;21.1
2021-06-22 21:30:00;3.287285047788041e-05;0.0;0.0;-0.22984293619942273;15.5
2021-06-22 21:45:00;3.83856887567796e-05;0.0;0.0;-0.21979771966516135;15.5
2021-06-22 22:00:00;4.206091427604574e-05;0.0;0.0;-0.19503146201203714;15.5
2021-06-22 22:15:00;3.71606135836909e-05;0.0;0.0;-0.17496156200076052;15.5
2021-06-22 22:30:00;3.70585239859335e-05;0.0;0.0;-0.1575633949528308;15.5
2021-06-22 22:45:00;3.70585239859335e-05;0.0;0.0;-0.1419194363220946;15.5
2021-06-22 23:00:00;3.695643438817612e-05;0.0;0.0;-0.12237367996317226;15.5
2021-06-22 23:15:00;3.695643438817612e-05;0.0;0.0;-0.105604414061795;15.5
2021-06-22 23:30:00;3.695643438817612e-05;0.0;0.0;-0.09078765768937559;15.5
2021-06-22 23:45:00;3.6854344790418726e-05;0.0;0.0;-0.0774990003745646;15.5
2021-06-23 00:00:00;3.6854344790418726e-05;0.0;3000.0;-0.03270981632574667;15.5
2021-06-23 00:15:00;3.675225519266132e-05;0.0;1.0;0.0026933632427396663;15.5
2021-06-23 00:30:00;3.675225519266132e-05;0.0;1.0;0.032920644402467135;15.5
2021-06-23 00:45:00;3.675225519266132e-05;0.0;1.0;0.05985875281584053;15.5
2021-06-23 01:00:00;3.665016559490395e-05;0.0;1.0;0.08897579479197221;15.5
2021-06-23 01:15:00;3.665016559490395e-05;0.0;1.0;0.11416464941800826;15.5
2021-06-23 01:30:00;3.654807599714653e-05;0.0;1.0;0.13633318873718314;15.5
2021-06-23 01:45:00;3.654807599714653e-05;0.0;1.0;0.1560011380824306;15.5
2021-06-23 02:00:00;3.654807599714653e-05;0.0;1.0;0.18152655484984848;15.5
2021-06-23 02:15:00;3.644598639938916e-05;0.0;1.0;0.20302529318362503;15.5
2021-06-23 02:30:00;3.634389680163177e-05;0.0;1.0;0.2217100340377244;15.5
2021-06-23 02:45:00;3.634389680163177e-05;0.0;1.0;0.2382030689021496;15.5
2021-06-23 03:00:00;3.634389680163177e-05;0.0;1.0;0.24406787735496552;15.5
2021-06-23 03:15:00;3.6241807203874354e-05;0.0;1.0;0.25066213242250396;15.5
2021-06-23 03:30:00;3.6241807203874354e-05;0.0065341884757233;1.0;0.2567148227264338;15.5
2021-06-23 03:45:00;3.613971760611698e-05;0.0178607186278407;1.0;0.2619119692019683;21.1
2021-06-23 04:00:00;3.613971760611698e-05;0.0291872487799582;1.0;0.24587789300316712;16.3
2021-06-23 04:15:00;3.613971760611698e-05;0.0405137789320756;1.0;0.25311972997686677;15.9
2021-06-23 04:30:00;3.6037628008359584e-05;0.040653317446253;1.0;0.2608486189781908;21.5
2021-06-23 04:45:00;3.6037628008359584e-05;0.0325765090327994;1.0;0.2675377517980384;21.5
2021-06-23 05:00:00;3.593553841060218e-05;0.0244997006193164;1.0;0.20596054841562064;21.5
